pattern,step,layer,note,octave,channel,sustain,arm,lastPlayedNote,lastPlayedChannel,selectedLayer0,selectedLayer1,selectedLayer2,selectedLayer3,enabled
1,3,8,0,3,0,False,True,0,0,0,1,2,3,True
1,3,9,0,3,0,False,True,0,0,0,1,2,3,True
1,4,0,0,3,0,False,True,0,0,0,1,2,3,True
1,4,1,0,3,0,False,True,0,0,0,1,2,3,True
1,4,2,0,3,0,False,True,0,0,0,1,2,3,True
1,4,3,0,3,0,False,True,0,0,0,1,2,3,True
1,4,4,0,3,0,False,True,0,0,0,1,2,3,True
1,4,5,0,3,0,False,True,0,0,0,1,2,3,True
1,4,6,0,3,0,False,True,0,0,0,1,2,3,True
1,4,7,0,3,0,False,True,0,0,0,1,2,3,True
1,4,8,0,3,0,False,True,0,0,0,1,2,3,True
1,4,9,0,3,0,False,True,0,0,0,1,2,3,True
1,5,0,0,3,0,False,True,0,0,0,1,2,3,True
1,5,1,0,3,0,False,True,0,0,0,1,2,3,True
1,5,2,0,3,0,False,True,0,0,0,1,2,3,True
1,5,3,0,3,0,False,True,0,0,0,1,2,3,True
1,5,4,0,3,0,False,True,0,0,0,1,2,3,True
1,5,5,0,3,0,False,True,0,0,0,1,2,3,True
1,5,6,0,3,0,False,True,0,0,0,1,2,3,True
1,5,7,0,3,0,False,True,0,0,0,1,2,3,True
1,5,8,0,3,0,False,True,0,0,0,1,2,3,True
1,5,9,0,3,0,False,True,0,0,0,1,2,3,True
1,6,0,0,3,0,False,True,0,0,0,1,2,3,True
1,6,1,0,3,0,False,True,0,0,0,1,2,3,True
1,6,2,0,3,0,False,True,0,0,0,1,2,3,True
1,6,3,0,3,0,False,True,0,0,0,1,2,3,True
1,6,4,0,3,0,False,True,0,0,0,1,2,3,True
1,6,5,0,3,0,False,True,0,0,0,1,2,3,True
1,6,6,0,3,0,False,True,0,0,0,1,2,3,True
1,6,7,0,3,0,False,True,0,0,0,1,2,3,True
1,6,8,0,3,0,False,True,0,0,0,1,2,3,True
1,6,9,0,3,0,False,True,0,0,0,1,2,3,True
1,7,0,0,3,0,False,True,0,0,0,1,2,3,True
1,7,1,0,3,0,False,True,0,0,0,1,2,3,True
1,7,2,0,3,0,False,True,0,0,0,1,2,3,True
1,7,3,0,3,0,False,True,0,0,0,1,2,3,True
1,7,4,0,3,0,False,True,0,0,0,1,2,3,True
1,7,5,0,3,0,False,True,0,0,0,1,2,3,True
1,7,6,0,3,0,False,True,0,0,0,1,2,3,True
1,7,7,0,3,0,False,True,0,0,0,1,2,3,True
1,7,8,0,3,0,False,True,0,0,0,1,2,3,True
1,7,9,0,3,0,False,True,0,0,0,1,2,3,True
1,8,0,0,3,0,False,True,0,0,0,1,2,3,True
1,8,1,0,3,0,False,True,0,0,0,1,2,3,True
1,8,2,0,3,0,False,True,0,0,0,1,2,3,True
1,8,3,0,3,0,False,True,0,0,0,1,2,3,True
1,8,4,0,3,0,False,True,0,0,0,1,2,3,True
1,8,5,0,3,0,False,True,0,0,0,1,2,3,True
1,8,6,0,3,0,False,True,0,0,0,1,2,3,True
1,8,7,0,3,0,False,True,0,0,0,1,2,3,True
1,8,8,0,3,0,False,True,0,0,0,1,2,3,True
1,8,9,0,3,0,False,True,0,0,0,1,2,3,True
1,9,0,0,3,0,False,True,0,0,0,1,2,3,True
1,9,1,0,3,0,False,True,0,0,0,1,2,3,True
1,9,2,0,3,0,False,True,0,0,0,1,2,3,True
1,9,3,0,3,0,False,True,0,0,0,1,2,3,True
1,9,4,0,3,0,False,True,0,0,0,1,2,3,True
1,9,5,0,3,0,False,True,0,0,0,1,2,3,True
1,9,6,0,3,0,False,True,0,0,0,1,2,3,True
1,9,7,0,3,0,False,True,0,0,0,1,2,3,True
1,9,8,0,3,0,False,True,0,0,0,1,2,3,True
1,9,9,0,3,0,False,True,0,0,0,1,2,3,True
1,10,0,0,3,0,False,True,0,0,0,1,2,3,True
1,10,1,0,3,0,False,True,0,0,0,1,2,3,True
1,10,2,0,3,0,False,True,0,0,0,1,2,3,True
1,10,3,0,3,0,False,True,0,0,0,1,2,3,True
1,10,4,0,3,0,False,True,0,0,0,1,2,3,True
1,10,5,0,3,0,False,True,0,0,0,1,2,3,True
1,10,6,0,3,0,False,True,0,0,0,1,2,3,True
1,10,7,0,3,0,False,True,0,0,0,1,2,3,True
1,10,8,0,3,0,False,True,0,0,0,1,2,3,True
1,10,9,0,3,0,False,True,0,0,0,1,2,3,True
1,11,0,0,3,0,False,True,0,0,0,1,2,3,True
1,11,1,0,3,0,False,True,0,0,0,1,2,3,True
1,11,2,0,3,0,False,True,0,0,0,1,2,3,True
1,11,3,0,3,0,False,True,0,0,0,1,2,3,True
1,11,4,0,3,0,False,True,0,0,0,1,2,3,True
1,11,5,0,3,0,False,True,0,0,0,1,2,3,True
1,11,6,0,3,0,False,True,0,0,0,1,2,3,True
1,11,7,0,3,0,False,True,0,0,0,1,2,3,True
1,11,8,0,3,0,False,True,0,0,0,1,2,3,True
1,11,9,0,3,0,False,True,0,0,0,1,2,3,True
1,12,0,0,3,0,False,True,0,0,0,1,2,3,True
1,12,1,0,3,0,False,True,0,0,0,1,2,3,True
1,12,2,0,3,0,False,True,0,0,0,1,2,3,True
1,12,3,0,3,0,False,True,0,0,0,1,2,3,True
1,12,4,0,3,0,False,True,0,0,0,1,2,3,True
1,12,5,0,3,0,False,True,0,0,0,1,2,3,True
1,12,6,0,3,0,False,True,0,0,0,1,2,3,True
1,12,7,0,3,0,False,True,0,0,0,1,2,3,True
1,12,8,0,3,0,False,True,0,0,0,1,2,3,True
1,12,9,0,3,0,False,True,0,0,0,1,2,3,True
1,13,0,0,3,0,False,True,0,0,0,1,2,3,True
1,13,1,0,3,0,False,True,0,0,0,1,2,3,True
1,13,2,0,3,0,False,True,0,0,0,1,2,3,True
1,13,3,0,3,0,False,True,0,0,0,1,2,3,True
1,13,4,0,3,0,False,True,0,0,0,1,2,3,True
1,13,5,0,3,0,False,True,0,0,0,1,2,3,True
1,13,6,0,3,0,False,True,0,0,0,1,2,3,True
1,13,7,0,3,0,False,True,0,0,0,1,2,3,True
1,13,8,0,3,0,False,True,0,0,0,1,2,3,True
1,13,9,0,3,0,False,True,0,0,0,1,2,3,True
1,14,0,0,3,0,False,True,0,0,0,1,2,3,True
1,14,1,0,3,0,False,True,0,0,0,1,2,3,True
1,14,2,0,3,0,False,True,0,0,0,1,2,3,True
1,14,3,0,3,0,False,True,0,0,0,1,2,3,True
1,14,4,0,3,0,False,True,0,0,0,1,2,3,True
1,14,5,0,3,0,False,True,0,0,0,1,2,3,True
1,14,6,0,3,0,False,True,0,0,0,1,2,3,True
1,14,7,0,3,0,False,True,0,0,0,1,2,3,True
1,14,8,0,3,0,False,True,0,0,0,1,2,3,True
1,14,9,0,3,0,False,True,0,0,0,1,2,3,True
1,15,0,0,3,0,False,True,0,0,0,1,2,3,True
1,15,1,0,3,0,False,True,0,0,0,1,2,3,True
1,15,2,0,3,0,False,True,0,0,0,1,2,3,True
1,15,3,0,3,0,False,True,0,0,0,1,2,3,True
1,15,4,0,3,0,False,True,0,0,0,1,2,3,True
1,15,5,0,3,0,False,True,0,0,0,1,2,3,True
1,15,6,0,3,0,False,True,0,0,0,1,2,3,True
1,15,7,0,3,0,False,True,0,0,0,1,2,3,True
1,15,8,0,3,0,False,True,0,0,0,1,2,3,True
1,15,9,0,3,0,False,True,0,0,0,1,2,3,True
2,0,0,0,3,0,False,True,0,0,0,1,2,3,True
2,0,1,0,3,0,False,True,0,0,0,1,2,3,True
2,0,2,0,3,0,False,True,0,0,0,1,2,3,True
2,0,3,0,3,0,False,True,0,0,0,1,2,3,True
2,0,4,0,3,0,False,True,0,0,0,1,2,3,True
2,0,5,0,3,0,False,True,0,0,0,1,2,3,True
2,0,6,0,3,0,False,True,0,0,0,1,2,3,True
2,0,7,0,3,0,False,True,0,0,0,1,2,3,True
2,0,8,0,3,0,False,True,0,0,0,1,2,3,True
2,0,9,0,3,0,False,True,0,0,0,1,2,3,True
2,1,0,0,3,0,False,True,0,0,0,1,2,3,True
2,1,1,0,3,0,False,True,0,0,0,1,2,3,True
2,1,2,0,3,0,False,True,0,0,0,1,2,3,True
2,1,3,0,3,0,False,True,0,0,0,1,2,3,True
2,1,4,0,3,0,False,True,0,0,0,1,2,3,True
2,1,5,0,3,0,False,True,0,0,0,1,2,3,True
2,1,6,0,3,0,False,True,0,0,0,1,2,3,True
2,1,7,0,3,0,False,True,0,0,0,1,2,3,True
2,1,8,0,3,0,False,True,0,0,0,1,2,3,True
2,1,9,0,3,0,False,True,0,0,0,1,2,3,True
2,2,0,0,3,0,False,True,0,0,0,1,2,3,True
2,2,1,0,3,0,False,True,0,0,0,1,2,3,True
2,2,2,0,3,0,False,True,0,0,0,1,2,3,True
2,2,3,0,3,0,False,True,0,0,0,1,2,3,True
2,2,4,0,3,0,False,True,0,0,0,1,2,3,True
2,2,5,0,3,0,False,True,0,0,0,1,2,3,True
2,2,6,0,3,0,False,True,0,0,0,1,2,3,True
2,2,7,0,3,0,False,True,0,0,0,1,2,3,True
2,2,8,0,3,0,False,True,0,0,0,1,2,3,True
2,2,9,0,3,0,False,True,0,0,0,1,2,3,True
2,3,0,0,3,0,False,True,0,0,0,1,2,3,True
2,3,1,0,3,0,False,True,0,0,0,1,2,3,True
2,3,2,0,3,0,False,True,0,0,0,1,2,3,True
2,3,3,0,3,0,False,True,0,0,0,1,2,3,True
2,3,4,0,3,0,False,True,0,0,0,1,2,3,True
2,3,5,0,3,0,False,True,0,0,0,1,2,3,True
2,3,6,0,3,0,False,True,0,0,0,1,2,3,True
2,3,7,0,3,0,False,True,0,0,0,1,2,3,True
2,3,8,0,3,0,False,True,0,0,0,1,2,3,True
2,3,9,0,3,0,False,True,0,0,0,1,2,3,True
2,4,0,0,3,0,False,True,0,0,0,1,2,3,True
2,4,1,0,3,0,False,True,0,0,0,1,2,3,True
2,4,2,0,3,0,False,True,0,0,0,1,2,3,True
2,4,3,0,3,0,False,True,0,0,0,1,2,3,True
2,4,4,0,3,0,False,True,0,0,0,1,2,3,True
2,4,5,0,3,0,False,True,0,0,0,1,2,3,True
2,4,6,0,3,0,False,True,0,0,0,1,2,3,True
2,4,7,0,3,0,False,True,0,0,0,1,2,3,True
2,4,8,0,3,0,False,True,0,0,0,1,2,3,True
2,4,9,0,3,0,False,True,0,0,0,1,2,3,True
2,5,0,0,3,0,False,True,0,0,0,1,2,3,True
2,5,1,0,3,0,False,True,0,0,0,1,2,3,True
2,5,2,0,3,0,False,True,0,0,0,1,2,3,True
2,5,3,0,3,0,False,True,0,0,0,1,2,3,True
2,5,4,0,3,0,False,True,0,0,0,1,2,3,True
2,5,5,0,3,0,False,True,0,0,0,1,2,3,True
2,5,6,0,3,0,False,True,0,0,0,1,2,3,True
2,5,7,0,3,0,False,True,0,0,0,1,2,3,True
2,5,8,0,3,0,False,True,0,0,0,1,2,3,True
2,5,9,0,3,0,False,True,0,0,0,1,2,3,True
2,6,0,0,3,0,False,True,0,0,0,1,2,3,True
2,6,1,0,3,0,False,True,0,0,0,1,2,3,True
2,6,2,0,3,0,False,True,0,0,0,1,2,3,True
2,6,3,0,3,0,False,True,0,0,0,1,2,3,True
2,6,4,0,3,0,False,True,0,0,0,1,2,3,True
2,6,5,0,3,0,False,True,0,0,0,1,2,3,True
2,6,6,0,3,0,False,True,0,0,0,1,2,3,True
2,6,7,0,3,0,False,True,0,0,0,1,2,3,True
2,6,8,0,3,0,False,True,0,0,0,1,2,3,True
2,6,9,0,3,0,False,True,0,0,0,1,2,3,True
2,7,0,0,3,0,False,True,0,0,0,1,2,3,True
2,7,1,0,3,0,False,True,0,0,0,1,2,3,True
2,7,2,0,3,0,False,True,0,0,0,1,2,3,True
2,7,3,0,3,0,False,True,0,0,0,1,2,3,True
2,7,4,0,3,0,False,True,0,0,0,1,2,3,True
2,7,5,0,3,0,False,True,0,0,0,1,2,3,True
2,7,6,0,3,0,False,True,0,0,0,1,2,3,True
2,7,7,0,3,0,False,True,0,0,0,1,2,3,True
2,7,8,0,3,0,False,True,0,0,0,1,2,3,True
2,7,9,0,3,0,False,True,0,0,0,1,2,3,True
2,8,0,0,3,0,False,True,0,0,0,1,2,3,True
2,8,1,0,3,0,False,True,0,0,0,1,2,3,True
2,8,2,0,3,0,False,True,0,0,0,1,2,3,True
2,8,3,0,3,0,False,True,0,0,0,1,2,3,True
2,8,4,0,3,0,False,True,0,0,0,1,2,3,True
2,8,5,0,3,0,False,True,0,0,0,1,2,3,True
2,8,6,0,3,0,False,True,0,0,0,1,2,3,True
2,8,7,0,3,0,False,True,0,0,0,1,2,3,True
2,8,8,0,3,0,False,True,0,0,0,1,2,3,True
2,8,9,0,3,0,False,True,0,0,0,1,2,3,True
2,9,0,0,3,0,False,True,0,0,0,1,2,3,True
2,9,1,0,3,0,False,True,0,0,0,1,2,3,True
2,9,2,0,3,0,False,True,0,0,0,1,2,3,True
2,9,3,0,3,0,False,True,0,0,0,1,2,3,True
2,9,4,0,3,0,False,True,0,0,0,1,2,3,True
2,9,5,0,3,0,False,True,0,0,0,1,2,3,True
2,9,6,0,3,0,False,True,0,0,0,1,2,3,True
2,9,7,0,3,0,False,True,0,0,0,1,2,3,True
2,9,8,0,3,0,False,True,0,0,0,1,2,3,True
2,9,9,0,3,0,False,True,0,0,0,1,2,3,True
2,10,0,0,3,0,False,True,0,0,0,1,2,3,True
2,10,1,0,3,0,False,True,0,0,0,1,2,3,True
2,10,2,0,3,0,False,True,0,0,0,1,2,3,True
2,10,3,0,3,0,False,True,0,0,0,1,2,3,True
2,10,4,0,3,0,False,True,0,0,0,1,2,3,True
2,10,5,0,3,0,False,True,0,0,0,1,2,3,True
2,10,6,0,3,0,False,True,0,0,0,1,2,3,True
2,10,7,0,3,0,False,True,0,0,0,1,2,3,True
2,10,8,0,3,0,False,True,0,0,0,1,2,3,True
2,10,9,0,3,0,False,True,0,0,0,1,2,3,True
2,11,0,0,3,0,False,True,0,0,0,1,2,3,True
2,11,1,0,3,0,False,True,0,0,0,1,2,3,True
2,11,2,0,3,0,False,True,0,0,0,1,2,3,True
2,11,3,0,3,0,False,True,0,0,0,1,2,3,True
2,11,4,0,3,0,False,True,0,0,0,1,2,3,True
2,11,5,0,3,0,False,True,0,0,0,1,2,3,True
2,11,6,0,3,0,False,True,0,0,0,1,2,3,True
2,11,7,0,3,0,False,True,0,0,0,1,2,3,True
2,11,8,0,3,0,False,True,0,0,0,1,2,3,True
2,11,9,0,3,0,False,True,0,0,0,1,2,3,True
2,12,0,0,3,0,False,True,0,0,0,1,2,3,True
2,12,1,0,3,0,False,True,0,0,0,1,2,3,True
2,12,2,0,3,0,False,True,0,0,0,1,2,3,True
2,12,3,0,3,0,False,True,0,0,0,1,2,3,True
2,12,4,0,3,0,False,True,0,0,0,1,2,3,True
2,12,5,0,3,0,False,True,0,0,0,1,2,3,True
2,12,6,0,3,0,False,True,0,0,0,1,2,3,True
2,12,7,0,3,0,False,True,0,0,0,1,2,3,True
2,12,8,0,3,0,False,True,0,0,0,1,2,3,True
2,12,9,0,3,0,False,True,0,0,0,1,2,3,True
2,13,0,0,3,0,False,True,0,0,0,1,2,3,True
2,13,1,0,3,0,False,True,0,0,0,1,2,3,True
2,13,2,0,3,0,False,True,0,0,0,1,2,3,True
2,13,3,0,3,0,False,True,0,0,0,1,2,3,True
2,13,4,0,3,0,False,True,0,0,0,1,2,3,True
2,13,5,0,3,0,False,True,0,0,0,1,2,3,True
2,13,6,0,3,0,False,True,0,0,0,1,2,3,True
2,13,7,0,3,0,False,True,0,0,0,1,2,3,True
2,13,8,0,3,0,False,True,0,0,0,1,2,3,True
2,13,9,0,3,0,False,True,0,0,0,1,2,3,True
2,14,0,0,3,0,False,True,0,0,0,1,2,3,True
2,14,1,0,3,0,False,True,0,0,0,1,2,3,True
2,14,2,0,3,0,False,True,0,0,0,1,2,3,True
2,14,3,0,3,0,False,True,0,0,0,1,2,3,True
2,14,4,0,3,0,False,True,0,0,0,1,2,3,True
2,14,5,0,3,0,False,True,0,0,0,1,2,3,True
2,14,6,0,3,0,False,True,0,0,0,1,2,3,True
2,14,7,0,3,0,False,True,0,0,0,1,2,3,True
2,14,8,0,3,0,False,True,0,0,0,1,2,3,True
2,14,9,0,3,0,False,True,0,0,0,1,2,3,True
2,15,0,0,3,0,False,True,0,0,0,1,2,3,True
2,15,1,0,3,0,False,True,0,0,0,1,2,3,True
2,15,2,0,3,0,False,True,0,0,0,1,2,3,True
2,15,3,0,3,0,False,True,0,0,0,1,2,3,True
2,15,4,0,3,0,False,True,0,0,0,1,2,3,True
2,15,5,0,3,0,False,True,0,0,0,1,2,3,True
2,15,6,0,3,0,False,True,0,0,0,1,2,3,True
2,15,7,0,3,0,False,True,0,0,0,1,2,3,True
2,15,8,0,3,0,False,True,0,0,0,1,2,3,True
2,15,9,0,3,0,False,True,0,0,0,1,2,3,True
3,0,0,0,3,0,False,True,0,0,0,1,2,3,True
3,0,1,0,3,0,False,True,0,0,0,1,2,3,True
3,0,2,0,3,0,False,True,0,0,0,1,2,3,True
3,0,3,0,3,0,False,True,0,0,0,1,2,3,True
3,0,4,0,3,0,False,True,0,0,0,1,2,3,True
3,0,5,0,3,0,False,True,0,0,0,1,2,3,True
3,0,6,0,3,0,False,True,0,0,0,1,2,3,True
3,0,7,0,3,0,False,True,0,0,0,1,2,3,True
3,0,8,0,3,0,False,True,0,0,0,1,2,3,True
3,0,9,0,3,0,False,True,0,0,0,1,2,3,True
3,1,0,0,3,0,False,True,0,0,0,1,2,3,True
3,1,1,0,3,0,False,True,0,0,0,1,2,3,True
3,1,2,0,3,0,False,True,0,0,0,1,2,3,True
3,1,3,0,3,0,False,True,0,0,0,1,2,3,True
3,1,4,0,3,0,False,True,0,0,0,1,2,3,True
3,1,5,0,3,0,False,True,0,0,0,1,2,3,True
3,1,6,0,3,0,False,True,0,0,0,1,2,3,True
3,1,7,0,3,0,False,True,0,0,0,1,2,3,True
3,1,8,0,3,0,False,True,0,0,0,1,2,3,True
3,1,9,0,3,0,False,True,0,0,0,1,2,3,True
3,2,0,0,3,0,False,True,0,0,0,1,2,3,True
3,2,1,0,3,0,False,True,0,0,0,1,2,3,True
3,2,2,0,3,0,False,True,0,0,0,1,2,3,True
3,2,3,0,3,0,False,True,0,0,0,1,2,3,True
3,2,4,0,3,0,False,True,0,0,0,1,2,3,True
3,2,5,0,3,0,False,True,0,0,0,1,2,3,True
3,2,6,0,3,0,False,True,0,0,0,1,2,3,True
3,2,7,0,3,0,False,True,0,0,0,1,2,3,True
3,2,8,0,3,0,False,True,0,0,0,1,2,3,True
3,2,9,0,3,0,False,True,0,0,0,1,2,3,True
3,3,0,0,3,0,False,True,0,0,0,1,2,3,True
3,3,1,0,3,0,False,True,0,0,0,1,2,3,True
3,3,2,0,3,0,False,True,0,0,0,1,2,3,True
3,3,3,0,3,0,False,True,0,0,0,1,2,3,True
3,3,4,0,3,0,False,True,0,0,0,1,2,3,True
3,3,5,0,3,0,False,True,0,0,0,1,2,3,True
3,3,6,0,3,0,False,True,0,0,0,1,2,3,True
3,3,7,0,3,0,False,True,0,0,0,1,2,3,True
3,3,8,0,3,0,False,True,0,0,0,1,2,3,True
3,3,9,0,3,0,False,True,0,0,0,1,2,3,True
3,4,0,0,3,0,False,True,0,0,0,1,2,3,True
3,4,1,0,3,0,False,True,0,0,0,1,2,3,True
3,4,2,0,3,0,False,True,0,0,0,1,2,3,True
3,4,3,0,3,0,False,True,0,0,0,1,2,3,True
3,4,4,0,3,0,False,True,0,0,0,1,2,3,True
3,4,5,0,3,0,False,True,0,0,0,1,2,3,True
3,4,6,0,3,0,False,True,0,0,0,1,2,3,True
3,4,7,0,3,0,False,True,0,0,0,1,2,3,True
3,4,8,0,3,0,False,True,0,0,0,1,2,3,True
3,4,9,0,3,0,False,True,0,0,0,1,2,3,True
3,5,0,0,3,0,False,True,0,0,0,1,2,3,True
3,5,1,0,3,0,False,True,0,0,0,1,2,3,True
3,5,2,0,3,0,False,True,0,0,0,1,2,3,True
3,5,3,0,3,0,False,True,0,0,0,1,2,3,True
3,5,4,0,3,0,False,True,0,0,0,1,2,3,True
3,5,5,0,3,0,False,True,0,0,0,1,2,3,True
3,5,6,0,3,0,False,True,0,0,0,1,2,3,True
3,5,7,0,3,0,False,True,0,0,0,1,2,3,True
3,5,8,0,3,0,False,True,0,0,0,1,2,3,True
3,5,9,0,3,0,False,True,0,0,0,1,2,3,True
3,6,0,0,3,0,False,True,0,0,0,1,2,3,True
3,6,1,0,3,0,False,True,0,0,0,1,2,3,True
3,6,2,0,3,0,False,True,0,0,0,1,2,3,True
3,6,3,0,3,0,False,True,0,0,0,1,2,3,True
3,6,4,0,3,0,False,True,0,0,0,1,2,3,True
3,6,5,0,3,0,False,True,0,0,0,1,2,3,True
3,6,6,0,3,0,False,True,0,0,0,1,2,3,True
3,6,7,0,3,0,False,True,0,0,0,1,2,3,True
3,6,8,0,3,0,False,True,0,0,0,1,2,3,True
3,6,9,0,3,0,False,True,0,0,0,1,2,3,True
3,7,0,0,3,0,False,True,0,0,0,1,2,3,True
3,7,1,0,3,0,False,True,0,0,0,1,2,3,True
3,7,2,0,3,0,False,True,0,0,0,1,2,3,True
3,7,3,0,3,0,False,True,0,0,0,1,2,3,True
3,7,4,0,3,0,False,True,0,0,0,1,2,3,True
3,7,5,0,3,0,False,True,0,0,0,1,2,3,True
3,7,6,0,3,0,False,True,0,0,0,1,2,3,True
3,7,7,0,3,0,False,True,0,0,0,1,2,3,True
3,7,8,0,3,0,False,True,0,0,0,1,2,3,True
3,7,9,0,3,0,False,True,0,0,0,1,2,3,True
3,8,0,0,3,0,False,True,0,0,0,1,2,3,True
3,8,1,0,3,0,False,True,0,0,0,1,2,3,True
3,8,2,0,3,0,False,True,0,0,0,1,2,3,True
3,8,3,0,3,0,False,True,0,0,0,1,2,3,True
3,8,4,0,3,0,False,True,0,0,0,1,2,3,True
3,8,5,0,3,0,False,True,0,0,0,1,2,3,True
3,8,6,0,3,0,False,True,0,0,0,1,2,3,True
3,8,7,0,3,0,False,True,0,0,0,1,2,3,True
3,8,8,0,3,0,False,True,0,0,0,1,2,3,True
3,8,9,0,3,0,False,True,0,0,0,1,2,3,True
3,9,0,0,3,0,False,True,0,0,0,1,2,3,True
3,9,1,0,3,0,False,True,0,0,0,1,2,3,True
3,9,2,0,3,0,False,True,0,0,0,1,2,3,True
3,9,3,0,3,0,False,True,0,0,0,1,2,3,True
3,9,4,0,3,0,False,True,0,0,0,1,2,3,True
3,9,5,0,3,0,False,True,0,0,0,1,2,3,True
3,9,6,0,3,0,False,True,0,0,0,1,2,3,True
3,9,7,0,3,0,False,True,0,0,0,1,2,3,True
3,9,8,0,3,0,False,True,0,0,0,1,2,3,True
3,9,9,0,3,0,False,True,0,0,0,1,2,3,True
3,10,0,0,3,0,False,True,0,0,0,1,2,3,True
3,10,1,0,3,0,False,True,0,0,0,1,2,3,True
3,10,2,0,3,0,False,True,0,0,0,1,2,3,True
3,10,3,0,3,0,False,True,0,0,0,1,2,3,True
3,10,4,0,3,0,False,True,0,0,0,1,2,3,True
3,10,5,0,3,0,False,True,0,0,0,1,2,3,True
3,10,6,0,3,0,False,True,0,0,0,1,2,3,True
3,10,7,0,3,0,False,True,0,0,0,1,2,3,True
3,10,8,0,3,0,False,True,0,0,0,1,2,3,True
3,10,9,0,3,0,False,True,0,0,0,1,2,3,True
3,11,0,0,3,0,False,True,0,0,0,1,2,3,True
3,11,1,0,3,0,False,True,0,0,0,1,2,3,True
3,11,2,0,3,0,False,True,0,0,0,1,2,3,True
3,11,3,0,3,0,False,True,0,0,0,1,2,3,True
3,11,4,0,3,0,False,True,0,0,0,1,2,3,True
3,11,5,0,3,0,False,True,0,0,0,1,2,3,True
3,11,6,0,3,0,False,True,0,0,0,1,2,3,True
3,11,7,0,3,0,False,True,0,0,0,1,2,3,True
3,11,8,0,3,0,False,True,0,0,0,1,2,3,True
3,11,9,0,3,0,False,True,0,0,0,1,2,3,True
3,12,0,0,3,0,False,True,0,0,0,1,2,3,True
3,12,1,0,3,0,False,True,0,0,0,1,2,3,True
3,12,2,0,3,0,False,True,0,0,0,1,2,3,True
3,12,3,0,3,0,False,True,0,0,0,1,2,3,True
3,12,4,0,3,0,False,True,0,0,0,1,2,3,True
3,12,5,0,3,0,False,True,0,0,0,1,2,3,True
3,12,6,0,3,0,False,True,0,0,0,1,2,3,True
3,12,7,0,3,0,False,True,0,0,0,1,2,3,True
3,12,8,0,3,0,False,True,0,0,0,1,2,3,True
3,12,9,0,3,0,False,True,0,0,0,1,2,3,True
3,13,0,0,3,0,False,True,0,0,0,1,2,3,True
3,13,1,0,3,0,False,True,0,0,0,1,2,3,True
3,13,2,0,3,0,False,True,0,0,0,1,2,3,True
3,13,3,0,3,0,False,True,0,0,0,1,2,3,True
3,13,4,0,3,0,False,True,0,0,0,1,2,3,True
3,13,5,0,3,0,False,True,0,0,0,1,2,3,True
3,13,6,0,3,0,False,True,0,0,0,1,2,3,True
3,13,7,0,3,0,False,True,0,0,0,1,2,3,True
3,13,8,0,3,0,False,True,0,0,0,1,2,3,True
3,13,9,0,3,0,False,True,0,0,0,1,2,3,True
3,14,0,0,3,0,False,True,0,0,0,1,2,3,True
